"","EIN","NAME.x","NAME.y","ICO","STREET","CITY","STATE","ZIP","GROUP","SUBSECTION","AFFILIATION","CLASSIFICATION","RULING","DEDUCTIBILITY","FOUNDATION","ACTIVITY","ORGANIZATION","STATUS","TAX_PERIOD","ASSET_CD","INCOME_CD","FILING_REQ_CD","PF_FILING_REQ_CD","ACCT_PD","ASSET_AMT","INCOME_AMT","REVENUE_AMT","NTEE_CD","SORT_NAME"
"301","340714654","OHIO LIGHT OPERA D.B.A. COLLEGE OF WOOSTER","COLLEGE OF WOOSTER","","1189 BEALL AVE","WOOSTER","OH","44691-2393",0,3,3,2000,0,1,11,46030000,1,1,201506,9,9,1,0,6,528769973,204102809,177545226,"B420",""
"302","237321992","OLD OPERA HOUSE THEATRE COMPANY INC","OLD OPERA HOUSE THEATRE COMPANY INC","","204 N GEORGE ST","CHARLES TOWN","WV","25414-1504",0,3,3,1000,0,1,15,88000000,1,1,201606,5,4,1,0,6,728131,188174,182363,"",""
"303","463203280","ON SITE OPERA INC","ON SITE OPERA INC","% ERIC EINHORN","17 BOILING SPRING RD","HO HO KUS","NJ","07423-1302",0,3,3,1000,0,1,15,0,1,1,201512,3,4,1,0,12,93955,183509,183509,"",""
"304","452772653","OPAS ENCORE INC","OPAS ENCORE INC","","PO BOX 3141","BRYAN","TX","77805-3141",0,3,3,2000,0,1,16,0,1,1,201605,4,4,1,0,5,182685,308013,158297,"A6A",""
"305","611170162","OPERALEX","OPERALEX INC","","PO BOX 8463","LEXINGTON","KY","40533-8463",0,3,3,1000,0,1,15,88000000,1,1,201606,4,4,1,0,6,148191,247750,177431,"A65Z",""
"306","611170162","OPERALEX","OPERALEX INC","","PO BOX 8463","LEXINGTON","KY","40533-8463",0,3,3,1000,0,1,15,88000000,1,1,201606,4,4,1,0,6,148191,247750,177431,"A65Z",""
"307","592884120","OPERAWORKS, INC","OPERAWORKS INC","","9836 WHITE OAK AVE STE 102","NORTHRIDGE","CA","91325-4843",0,3,3,2000,0,1,16,149000000,1,1,201512,4,4,1,0,12,168158,367541,366266,"",""
"308","592884120","OPERAWORKS, INC","OPERAWORKS INC","","9836 WHITE OAK AVE STE 102","NORTHRIDGE","CA","91325-4843",0,3,3,2000,0,1,16,149000000,1,1,201512,4,4,1,0,12,168158,367541,366266,"",""
"309","953458594","OPERA A LA CARTE ASSOCIATION","OPERA A LA CARTE ASSOCIATION","","556 SOUTH FAIR OAKS AVENUE 101-502","PASADENA","CA","91105-2656",0,3,3,1000,0,1,16,998000000,5,1,201512,1,1,2,0,12,5000,9885,0,"A6AZ",""
"310","550895590","OPERA ACADEMY OF CALIFORNIA","OPERA ACADEMY OF CALIFORNIA","% YEFIM MAIZEL","5025 DIAMOND HEIGHTS BLVD","SAN FRANCISCO","CA","94131-1621",0,3,3,2000,0,1,15,0,1,1,201602,1,1,2,0,2,1670,5630,5630,"A6A",""
"311","203520577","OPERA AMERICA INC","OPERA AMERICA INC","% SUSAN SCHULTZ","330 SEVENTH AVENUE","NEW YORK","NY","10001-5010",0,3,3,1000,0,1,15,0,1,1,201506,8,8,1,0,6,19606955,16301655,7812934,"A03",""
"312","300540629","OPERA ARTS INC","OPERA ARTS INC","% KAREN HALL","PO BOX 5722","PALM SPRINGS","CA","92263-5722",0,3,3,1000,0,1,15,0,1,1,201512,2,3,1,0,12,22615,99172,99172,"A6A",""
"313","311020676","OPERA ASSOCIATION OF CENTRAL OHIO","OPERA ASSOCIATION OF CENTRAL OHIO","","55 E STATE ST","COLUMBUS","OH","43215-4203",0,3,3,1000,0,1,15,88000000,1,1,201506,6,6,1,0,6,1047403,1418356,1394182,"A6A0","OPERA COLUMBUS"
"314","223321489","OPERA AT FLORHAM INC","OPERA AT FLORHAM INC","% PJ DUNN","PO BOX 343","CONVENT STA","NJ","07961-0343",0,3,3,1000,0,1,15,995090000,1,1,201506,3,3,1,0,6,64899,60826,60826,"A6A0",""
"315","462541609","OPERA BEND","OPERA BEND","% JASON STEIN","PO BOX 2301","BEND","OR","97709-2301",0,3,3,1000,0,1,15,0,1,1,201512,3,4,1,0,12,50904,139844,139844,"A99",""
"316","237207572","OPERA BIRMINGHAM","OPERA BIRMINGHAM","","3601 6TH AVE S","BIRMINGHAM","AL","35222-2407",0,3,3,2300,0,1,16,59000000,5,1,201606,5,5,1,0,6,960056,692152,646418,"A6A0",""
"317","42756974","OPERA BOSTON INC","OPERA BOSTON INC","% CAMPBELL STEWARD","12 MILLER ROAD","DOVER","MA","02030-0000",0,3,3,2000,0,1,15,90994924,1,1,201607,2,0,2,0,7,23860,0,0,"A6A0",""
"318","275035675","OPERA BRAVURA ENTERTAINMENT INC","OPERA BRAVURA ENTERTAINMENT INC","% YOSHITO J YAMAMOTO","2975 BOWERS AVE STE 119","SANTA CLARA","CA","95051-0955",0,3,3,1000,0,1,16,0,1,1,201512,1,0,2,0,12,3669,0,0,"A6A",""
"319","953854105","OPERA BUFFS","OPERA BUFFS","% EDMUND SHAFF","3544 VERDUGO VISTA TER","LOS ANGELES","CA","90065-4323",0,3,3,2000,0,1,15,40994000,1,1,201512,4,3,1,0,12,181796,71332,71332,"A190",""
"320","521869819","OPERA CAMERATA OF WASHINGTON DC INC","OPERA CAMERATA OF WASHINGTON DC INC","","PO BOX 58103","WASHINGTON","DC","20037-8103",0,3,3,1200,0,1,15,994090000,1,1,201512,1,3,1,0,12,1215,97826,97826,"A6A0",""
"321","521869819","OPERA COMERATA OF WASHINGTON DC INC","OPERA CAMERATA OF WASHINGTON DC INC","","PO BOX 58103","WASHINGTON","DC","20037-8103",0,3,3,1200,0,1,15,994090000,1,1,201512,1,3,1,0,12,1215,97826,97826,"A6A0",""
"322","566019660","OPERA CAROLINA","OPERA CAROLINA","","1600 ELIZABETH AVE","CHARLOTTE","NC","28204-2511",0,3,3,1000,0,1,15,119059000,1,1,201506,6,6,1,0,6,1927217,3076189,3076189,"A6A0",""
"323","202533756","OPERA CAROLINA ENDOWMENT","OPERA CAROLINA ENDOWMENT","% JAMES MEENA","1600 ELIZABETH AVE","CHARLOTTE","NC","28204-2511",0,3,3,1000,0,1,15,0,1,1,201506,6,3,1,0,6,2996748,62003,62003,"A6A",""
"324","341816013","OPERA CIRCLE INC","OPERA CIRCLE INC","% JACEK SOBIESKI","6501 LANSING AVE","CLEVELAND","OH","44105-3751",0,3,3,2000,0,1,15,994089000,1,1,201506,3,4,1,0,6,78588,189486,189486,"A6A0",""
"325","841287161","OPERA COLORADO FOUNDATION","OPERA COLORADO FOUNDATION","","695 S COLORADO BLVD STE 20","DENVER","CO","80246-8010",0,3,3,1000,0,1,17,602000000,1,1,201506,5,2,2,0,6,931453,22260,22260,"T30J",""
"326","134126544","OPERA COMPANY OF BROOKLYN ASSOCIATION","OPERA COMPANY OF BROOKLYN ASSOCIATION","% JAY D MEETZE","600 W 218TH STREET","NEW YORK","NY","10034-1000",0,3,3,2000,0,1,15,0,1,1,201506,1,2,2,0,6,2149,16689,16689,"A6A",""
"327","201993530","OPERA COMPANY OF MIDDLEBURY INC","OPERA COMPANY OF MIDDLEBURY INC","","PO BOX 803","MIDDLEBURY","VT","05753-0803",0,3,3,1000,0,1,16,0,1,1,201510,3,4,1,0,10,66629,165970,165970,"A6A",""
"328","61327606","OPERA CONNECTICUT D.B.A. CONNECTICUT CONCERT OPERA","CONNECTICUT CONCERT OPERA INC","","PO BOX 370341","W HARTFORD","CT","06137-0341",0,3,3,2000,0,1,16,90088000,1,1,201512,2,4,1,0,12,17111,111131,111131,"A6A0",""
"329","464332937","OPERA CULTURA","OPERA CULTURA","% HECTOR ARMIENTA","10726 BEVERLY AVE","OAKLAND","CA","94603-3924",0,3,3,1000,0,1,15,0,1,1,201506,1,1,2,0,6,3481,530,530,"A6A",""
"330","310942566","OPERA DE LAFAYETTE, INC. D.B.A. TIPPECANOE ARTS FEDERATION INC","TIPPECANOE ARTS FEDERATION INC","","638 NORTH ST","LAFAYETTE","IN","47901-1153",0,3,3,2000,0,1,15,119000000,1,1,201606,6,6,1,0,6,1148751,1132449,960920,"A26Z",""
"331","204040660","OPERA DEL WEST INC","OPERA DEL WEST INC","% LARRY BUDNICK","28 DORAN RD","WAYLAND","MA","01778-4416",0,3,3,2000,0,1,15,0,1,1,201509,2,1,2,0,9,11354,5843,5843,"A6A","OPERA DEL WEST"
"332","516018055","OPERA DELEWARE INC","OPERA DELAWARE INC","","4 S POPLAR ST","WILMINGTON","DE","19801-5009",0,3,3,2000,0,1,16,119059000,1,1,201508,6,6,1,0,8,1743826,1161631,1077239,"A6A0",""
"333","752429448","OPERA EAST TEXAS","OPERA EAST TEXAS","","PO BOX 1175","LONGVIEW","TX","75606-1175",0,3,3,1000,0,1,15,90000000,1,1,201508,1,0,2,0,8,2527,0,0,"A60Z",""
"334","510238088","OPERA EBONY INC","OPERA EBONY INC","% GREGORY SHEPPARD","2109 BROADWAY","NEW YORK","NY","10023-2138",0,3,3,1000,0,1,15,64088000,1,1,201406,0,0,0,0,6,0,0,0,"A20",""
"335","203975320","OPERA FAIRBANKS","OPERA FAIRBANKS","% CASSANDRA TILLY","PO BOX 80305","FAIRBANKS","AK","99708-0305",0,3,3,1200,0,1,15,0,1,1,201512,2,4,1,0,12,22641,223717,194334,"A65",""
"336","391583686","OPERA FOR THE YOUNG, INC.","OPERA FOR THE YOUNG INC","% KATIE BUTITTA","6441 ENTERPRISE LN STE 207","MADISON","WI","53719-1163",0,3,3,1000,0,1,16,90000000,1,1,201606,4,4,1,0,6,334266,347140,347140,"A6A0",""
"337","841183179","OPERA FORT COLLINS INC","OPERA FORT COLLINS INC","% ELIZABETH ELLIOTT","PO BOX 503","FORT COLLINS","CO","80522-0503",0,3,3,1000,0,1,15,89000000,1,1,201606,2,4,1,0,6,11848,171074,159473,"A6A0",""
"338","471432459","OPERA FUSION INC","OPERA FUSION INC","% JOSEPH FIELDS","3006 S DIXIE HWY","WEST PALM BCH","FL","33405-1506",0,3,3,1000,0,1,16,0,1,1,201512,2,3,1,0,12,16072,64844,64844,"A6A",""
"339","386142941","OPERA GRAND RAPIDS","OPERA GRAND RAPIDS","","1320 FULTON ST E","GRAND RAPIDS","MI","49503-3852",0,3,3,2000,0,1,16,119059000,1,1,201507,6,6,1,0,7,1937017,1034455,960521,"A6A0",""
"340","956220739","OPERA GUILD IN THE DESERT","OPERA GUILD OF THE DESERT","","2150 E TAHQUITZ CANYON WAY STE 6","PALM SPRINGS","CA","92262-6818",0,3,3,2000,0,1,16,119059000,1,1,201606,4,4,1,0,6,217638,397578,357933,"A6A0",""
"341","956220739","OPERA GUILD OF THE DESERT","OPERA GUILD OF THE DESERT","","2150 E TAHQUITZ CANYON WAY STE 6","PALM SPRINGS","CA","92262-6818",0,3,3,2000,0,1,16,119059000,1,1,201606,4,4,1,0,6,217638,397578,357933,"A6A0",""
"342","590906317","OPERA GUILD INC","OPERA GUILD INC","% FLORIDA GRAND OPERA","8390 NW 25TH ST","MIAMI","FL","33122-1504",0,3,3,2000,0,1,16,119000000,1,1,201505,5,6,1,0,5,586578,1848380,1848380,"A6A0",""
"343","311021023","OPERA GUILD OF DAYTON","OPERA GUILD OF DAYTON","% HAMMERMAN GRAF HUGHES & CO","7210 TARRYTON RD","DAYTON","OH","45459-3451",0,3,3,2000,0,1,15,119000000,1,1,201606,4,3,1,0,6,258145,65419,65419,"A6A0",""
"344","742304402","OPERA GUILD OF SAN ANTONIO","OPERA GUILD OF SAN ANTONIO","","PO BOX 12290","SAN ANTONIO","TX","78212-0290",0,3,3,2000,0,1,16,90995000,1,1,201605,4,3,2,0,5,313008,34825,27964,"A6AZ",""
"345","10526734","OPERA HOUSE ARTS","OPERA HOUSE ARTS","% JENNIFER MORROW","PO BOX 56","STONINGTON","ME","04681-0056",0,3,3,1000,0,1,15,0,1,1,201510,6,5,1,0,10,2549696,722869,686359,"A600",""
"346","471335789","OPERA HOUSE ARTS COUNCIL","OPERA HOUSE ARTS COUNCIL","","PO BOX 182","EL DORADO SPG","MO","64744-0182",0,3,3,1000,0,1,15,0,1,1,201512,1,3,2,0,12,8925,49243,40337,"A20",""
"347","310996184","OPERA HOUSE INC","OPERA HOUSE INC","","PO BOX 569","MCCONNELSVLE","OH","43756-0569",0,3,3,2000,0,1,16,88995000,1,1,201512,4,4,1,0,12,157271,105520,79142,"",""
"348","561490512","OPERA HOUSE THEATRE COMPANY INC","OPERA HOUSE THEATRE COMPANY INC","","2011 CAROLINA BEACH RD","WILMINGTON","NC","28401-7201",0,3,3,1000,0,1,16,88090119,1,1,201506,1,4,1,0,6,5830,360878,360878,"A65",""
"349","237331238","OPERA IDAHO, INC.","OPERA IDAHO INC","","513 S 8TH ST","BOISE","ID","83702-7108",0,3,3,2000,0,1,15,88089000,1,1,201506,3,5,1,0,6,32954,637987,609795,"A6A0",""
"350","760499709","OPERA IN THE HEIGHTS","OPERA IN THE HEIGHTS","","PO BOX 7887","HOUSTON","TX","77270-7887",0,3,3,1000,0,1,15,994089000,1,1,201607,3,5,1,0,7,48595,643682,614575,"A6A",""
"351","455524555","OPERA IN THE ROCK","OPERA IN THE ROCK","","PO BOX 10944","CONWAY","AR","72034-0016",0,3,3,1000,0,1,15,0,1,1,201606,3,3,1,0,6,30788,93785,89746,"A6A",""
"352","475511655","OPERA IN WILLIAMSBURG INC","OPERA IN WILLIAMSBURG INC","","3901 MIDLANDS RD","WILLIAMSBURG","VA","23188-2575",0,3,3,2000,0,1,16,0,1,1,201512,0,0,2,0,12,0,0,0,"A6A",""
"353","133098404","OPERA INDEX INC","OPERA INDEX INC","","PO BOX 237153","NEW YORK","NY","10023-0031",0,3,3,1000,0,1,15,90995000,1,1,201607,4,4,1,0,7,137681,114264,71339,"A6AJ",""
"354","541149323","OPERA INTERNATIONAL D.B.A. ORGANIZATION OF CHINESE AMERICAN WOMEN INC","ORGANIZATION OF CHINESE AMERICAN WOMEN INC","","PO BOX 815","GREAT FALLS","VA","22066-0815",3244,3,6,1200,0,1,15,123000000,1,1,201512,3,2,2,0,12,99448,11243,5578,"",""
"355","432032363","OPERA JACKSONVILLE","OPERA JACKSONVILLE","% SONIA B LEWIS","300 WATER STREET SUITE 250","JACKSONVILLE","FL","32202-4432",0,3,3,1000,0,1,15,0,1,1,201512,3,3,1,0,12,26903,99268,99268,"A60",""
"356","522001426","OPERA LAFAYETTE","OPERA LAFAYETTE","% RYAN C BROWN","10 4TH ST NE","WASHINGTON","DC","20002-5930",0,3,3,1000,0,1,15,994090000,1,1,201506,5,6,1,0,6,705189,1238212,1147301,"A680",""
"357","880439165","OPERA LAS VEGAS","OPERA LAS VEGAS","% CAROLINE ORZES","7435 S EASTERN AVE STE 105 # 128","LAS VEGAS","NV","89123-1505",0,3,3,1000,0,1,15,0,1,1,201512,3,4,1,0,12,43002,251977,213169,"A6A",""
"358","208572361","OPERA LOUISIANE INC","OPERA LOUISIANE INC","","PO BOX 4908","BATON ROUGE","LA","70821-4908",0,3,3,1000,0,1,15,0,1,1,201606,4,4,1,0,6,131095,369938,369938,"A6A",""
"359","244199193","OPERA MATIC NFP","OPERA MATIC NFP","% MARK MESSING","1757 N KIMBALL AVE","CHICAGO","IL","60647-4805",0,3,3,2000,0,1,15,0,1,1,201512,2,4,1,0,12,21874,148388,148388,"A6A",""
"360","581713898","OPERA MEMPHIS ENDOWMENT FOUNDATION","OPERA MEMPHIS ENDOWMENT FOUNDATION","","6745 WOLF RIVER PKWY","MEMPHIS","TN","38120-2386",0,3,3,1000,0,1,17,602000000,1,1,201509,4,3,1,0,9,376533,79059,79059,"",""
"361","620785544","OPERA MEMPHIS, INC","OPERA MEMPHIS INC CLARK OPERA CNTR","% SARAH SQUIRE","6745 WOLF RIVER PKWY","MEMPHIS","TN","38120-2386",0,3,3,1000,0,1,16,119000000,1,1,201606,7,6,1,0,6,7084479,1835588,1641084,"A6A0",""
"362","232096792","OPERA NAPLES, INC.","OPERA NORTH INC","","PO BOX 202","FT WASHINGTON","PA","19034-0202",0,3,3,1000,0,1,16,90000000,1,1,201506,0,0,2,0,6,0,0,0,"",""
"363","232096792","OPERA NORTH, INC.","OPERA NORTH INC","","PO BOX 202","FT WASHINGTON","PA","19034-0202",0,3,3,1000,0,1,16,90000000,1,1,201506,0,0,2,0,6,0,0,0,"",""
"364","42621713","OPERA NEW ENGLAND OF CAPE COD INC","OPERA NEW ENGLAND OF CAPE COD INC","","347 WHEELER RD","MARSTONS MLS","MA","02648-1134",0,3,3,2000,0,1,16,90000000,1,1,201605,4,1,2,0,5,101139,3542,3542,"A6A0",""
"365","60963170","OPERA NEW ENGLAND OF NORTHEASTERN CONNECTICUT INC","OPERA NEW ENGLAND OF NORTHEASTERN CONN INC","","PO BOX 75","POMFRET","CT","06258-0075",0,3,3,1000,0,1,15,994090089,1,1,201606,4,3,1,0,6,118909,67602,63456,"A6A0",""
"366","26013786","OPERA NEW HAMPSHIRE, INC.","OPERA NEW HAMPSHIRE INC","% NANCY BRAUN TREAS","PO BOX 3426","MANCHESTER","NH","03105-3426",0,3,3,2000,0,1,16,119000000,1,1,201506,4,3,1,0,6,258746,97971,97971,"A6A0",""
"367","770503778","OPERA NOIRE INC","OPERA NOIR INC","% J ROSALYNN SMITH","PO BOX 1933","ORINDA","CA","94563-6333",0,3,3,1000,0,1,16,0,1,1,201512,1,4,1,0,12,9184,120271,120271,"A68",""
"368","222519789","OPERA NORTH","OPERA NORTH","","20 W PARK ST","LEBANON","NH","03766-1378",0,3,3,1000,0,1,16,88000000,1,1,201509,4,6,1,0,9,244003,1001651,971224,"A6A0",""
"369","541618192","OPERA NOVA","OPERA NOVA","","3819B N TAZEWELL ST","ARLINGTON","VA","22207-4569",0,3,3,1000,0,1,16,602000000,1,1,201512,2,3,1,0,12,17763,64023,64023,"T20Z",""
"370","476032795","OPERA OMAHA INC","OPERA/OMAHA INC","","1850 FARNAM ST","OMAHA","NE","68102-1904",0,3,3,2000,0,1,16,119000000,1,1,201506,7,6,1,0,6,5071830,4339806,2977680,"A6A0",""
"371","204554125","OPERA ON TAP","OPERA ON TAP","","190 OCEAN PARKWAY SUITE 3","BROOKLYN","NY","11218-2408",0,3,3,1200,0,1,15,0,1,1,201512,2,4,1,0,12,12605,121188,121188,"A6A",""
"372","562521625","OPERA ON THE JAMES","OPERA ON THE JAMES","% SHANDA K ROWE","PO BOX 1450","LYNCHBURG","VA","24505-1450",0,3,3,2000,0,1,15,0,1,1,201506,6,8,1,0,6,2375925,21136603,435871,"A6A",""
"373","136271927","OPERA ORCHESTRA OF NEW YORK INC","OPERA ORCHESTRA OF NEW YORK INC","","1632 FIRST AVE 232","NEW YORK","NY","10028-4305",0,3,3,2000,0,1,16,119059000,1,1,201505,3,4,1,0,5,72008,148799,148799,"A690",""
"374","270406958","OPERA ORLANDO","OPERA ORLANDO INC","% JUDITH H THOMPSON","PO BOX 547937","ORLANDO","FL","32854-7937",0,3,3,1200,0,1,15,0,1,1,201506,4,4,1,0,6,118361,158315,158315,"A61",""
"375","952224201","OPERA PACIFIC","OPERA PACIFIC","% HAHN FIFE","790 E COLORADO BLVD 900","PASADENA","CA","91101-2113",0,3,3,1000,0,1,16,119059000,1,1,201106,5,4,0,0,6,606242,101789,38621,"A6A0",""
"376","721584393","OPERA PARALLÈLE","OPERA PARALLELE","% TOD BRODY","50 OAK ST","SAN FRANCISCO","CA","94102-6011",0,3,3,2000,0,1,15,0,1,1,201508,3,6,1,0,8,66016,1056505,1019435,"A65",""
"377","231504706","OPERA PHILADELPHIA","OPERA PHILADELPHIA","","1420 LOCUST ST STE 210","PHILADELPHIA","PA","19102-4204",0,3,3,2000,0,1,15,119000000,1,1,201605,8,8,1,0,5,13480481,20206044,19341177,"A6A0",""
"378","452324535","OPERA PROJECT COLUMBUS INCORPORATED","OPERA PROJECT COLUMBUS INCORPORATED","% ANDA GERMANIS-FINAN","PO BOX 14185","COLUMBUS","OH","43214-0185",0,3,3,1000,0,1,16,0,1,1,201506,4,4,1,0,6,100894,136840,136840,"A600",""
"379","50453691","OPERA PROVIDENCE","OPERA PROVIDENCE","% SHAWN KENDRICK","585 ELMGROVE AVE","PROVIDENCE","RI","02906-3540",0,3,3,1000,0,1,16,89000000,1,1,201512,1,3,2,0,12,9451,45378,45378,"A99Z",""
"380","510213334","OPERA ROANOKE","OPERA ROANOKE","","20 EAST CHURCH AVENUE 3RD FLOOR","ROANOKE","VA","24011-2142",0,3,3,2000,0,1,15,88090000,1,1,201606,5,5,1,0,6,698943,932094,698212,"A6A0",""
"381","273552381","OPERA SAN ANTONIO","THE OPERA SAN ANTONIO","% BRUCE B JOHNSON","220 ALLEN ST","SAN ANTONIO","TX","78209-5111",0,3,3,1000,0,1,15,0,1,1,201506,4,6,1,0,6,407465,1875197,1743516,"A65",""
"382","272491185","OPERA SAN JOSE ENDOWMENT FOUNDATION","OPERA SAN JOSE ENDOWMENT FOUNDATION","% LINDA PAUL OSBORNE","2149 PARAGON DR","SAN JOSE","CA","95131-1312",0,3,3,1000,0,1,15,0,1,1,201606,5,3,1,0,6,637068,55468,55468,"A126",""
"383","770009773","OPERA SAN JOSE INCORPORATED","OPERA SAN JOSE INCORPORATED","","2149 PARAGON DR","SAN JOSE","CA","95131-1312",0,3,3,1000,0,1,15,90000000,1,1,201506,7,6,1,0,6,9097956,3753751,3647551,"A6A0",""
"384","770086873","OPERA SAN LUIS OBISPO INC","OPERA SAN LUIS OBISPO INC","","PO BOX 14760","SN LUIS OBISP","CA","93406-4760",0,3,3,2100,0,1,16,89000000,1,1,201512,4,4,1,0,12,185907,371530,359312,"A6A",""
"385","770347413","OPERA SANTA BARBARA","SANTA BARBARA OPERA ASSOCIATION","","1330 STATE ST STE 209","SANTA BARBARA","CA","93101-2681",0,3,3,1000,0,1,16,995089000,1,1,201506,6,6,1,0,6,1696772,1527876,1491295,"A99",""
"386","770347413","SANTA BARBARA OPERA ASSOCIATION","SANTA BARBARA OPERA ASSOCIATION","","1330 STATE ST STE 209","SANTA BARBARA","CA","93101-2681",0,3,3,1000,0,1,16,995089000,1,1,201506,6,6,1,0,6,1696772,1527876,1491295,"A99",""
"387","237314812","OPERA SOUTHWEST","OPERA SOUTHWEST","","PO BOX 27671","ALBUQUERQUE","NM","87125-7671",0,3,3,1000,0,1,15,88089090,1,1,201505,4,5,1,0,5,161902,667440,651247,"A6A0",""
"388","222810265","OPERA THEATER OF CONNECTICUT INC","OPERA THEATER OF CONNECTICUT INC","","PO BOX 733","CLINTON","CT","06413-0733",0,3,3,1000,0,1,15,88000000,1,1,201312,2,4,1,0,12,18958,114010,110696,"",""
"389","202564636","OPERA THEATER OF OREGON","OPERA THEATER OF OREGON","% ELIZAEBETH NIELSEN-SHELLER","2020 SW MAIN ST UNIT 807","PORTLAND","OR","97205-1535",0,3,3,1000,0,1,15,0,1,1,201512,0,0,2,0,12,0,0,0,"A6A",""
"390","251342994","OPERA THEATER OF PITTSBURGH","PITTSBURGH OPERA THEATER INC","","286 MAIN STREET 3RD FLOOR","PITTSBURGH","PA","15201-2808",0,3,3,1000,0,1,15,90000000,1,1,201512,4,5,1,0,12,171768,751518,747798,"A6A0",""
"391","471256596","OPERA THEATRE OF MONTCLAIR","OPERA THEATER OF MONTCLAIR","% MIA RIKER-NORRIE","32 CLOVERHILL PL","MONTCLAIR","NJ","07042-4834",0,3,3,1000,0,1,16,0,1,1,201512,0,0,2,0,12,0,0,0,"A60",""
"392","430821958","OPERA THEATRE OF SAINT LOUIS","OPERA THEATRE OF SAINT LOUIS","% TIMOTHY OLEARY","210 HAZEL AVE","SAINT LOUIS","MO","63119-3236",0,3,3,2300,0,1,15,59000000,1,1,201509,8,8,1,0,9,39581204,15043267,12219584,"A6A0",""
"393","841476734","OPERA THEATRE OF THE ROCKIES","OPERA THEATRE OF THE ROCKIES","% KATHLEEN COLLINS PRES","PO BOX 8110","COLORADO SPGS","CO","80933-8110",0,3,3,1000,0,1,15,995088000,1,1,201509,2,4,1,0,9,17893,124260,123828,"A6A0",""
"394","203444934","OPERA WESTERN RESERVE INCORPORATED","OPERA WESTERN RESERVE INCOPORATED","","1000 FIFTH AVENUE","YOUNGSTOWN","OH","44504-1673",0,3,3,2000,0,1,15,0,1,1,201506,3,4,1,0,6,58246,195956,195956,"A6A",""
"395","464650075","OPERA WILMINGTON NC INC","OPERA WILMINGTON NC INC","% WENDY FINGERHUT","8700 FAZIO DR","WILMINGTON","NC","28411-7687",0,3,3,1000,0,1,16,0,1,1,201512,3,4,1,0,12,82092,141674,141674,"A6A","OPERA WILMINGTON"
"396","391569883","OSHKOSH OPERA HOUSE FOUNDATION INC","OSHKOSH OPERA HOUSE FOUNDATION INC","","222 PEARL AVE","OSHKOSH","WI","54901-4834",0,3,3,1000,0,1,15,602000000,1,1,201506,4,5,1,0,6,246238,853809,804231,"A610",""
"397","222234087","OSWEGO OPERA THEATRE INC","OSWEGO OPERA THEATER INC","% MARK RICHARDS","PO BOX 3039","OSWEGO","NY","13126-0739",0,3,3,1000,0,1,16,995088000,1,1,201406,0,0,0,0,6,0,0,0,"A6AZ",""
"398","680040723","OVERTONE INDUSTRIES","OVERTONE INDUSTRIES","","6535 WILSHIRE BLVD","LOS ANGELES","CA","90048-4905",0,3,3,1000,0,1,15,90000000,1,1,201512,1,3,2,0,12,5686,43178,43178,"A6A0",""
"399","474721384","OZARK FAMILY OPERA COMPANY","OZARK FAMILY OPERA COMPANY","% KIERSTIN BIBLE","PO BOX 1281","BENTONVILLE","AR","72712-1221",0,3,3,2000,0,1,15,0,1,1,NA,0,0,2,0,9,NA,NA,NA,"A6A",""
"400","262629159","PACIFIC LYRIC ASSOCIATION","PACIFIC LYRIC ASSOCIATION","","1225 RANCHO PACIFICA PL","VISTA","CA","92084-7011",0,3,3,1000,0,1,4,0,1,1,201606,3,3,0,1,6,47258,99594,NA,"A6A",""
"401","261253117","PACIFIC MUSICWORKS","PACIFIC MUSICWORKS","","PO BOX 75168","SEATTLE","WA","98175-0168",0,3,3,2000,0,1,15,0,1,1,201506,3,4,1,0,6,32060,194548,184720,"A6A",""
"402","223653314","PACIFIC OPERA INCORPORATED","PACIFIC OPERA INCORPORATED","% MARY WEIR","129 FRANKLIN AVE","LONG BRANCH","NJ","07740-6616",0,3,3,2000,0,1,16,0,1,1,201606,3,3,1,0,6,48546,92612,92612,"A6A0",""
"403","453321212","PACIFIC OPERA PROJECT","PACIFIC OPERA PROJECT","","5040 ONTEORA WAY","LOS ANGELES","CA","90041-1826",0,3,3,1000,0,1,16,0,1,1,201512,3,4,1,0,12,47012,177330,177330,"A6A",""
"404","474955667","PAINTED SKY OPERA INC","PAINTED SKY OPERA INC","% MIKAYAH FOX","823 COUNTY STREET 2933","TUTTLE","OK","73089-2411",0,3,3,2000,0,1,15,0,1,1,NA,0,0,1,0,12,NA,NA,NA,"A6A","PAINTED SKY OPERA"
"405","591060864","PALM BEACH OPERA, INC.","PALM BEACH OPERA INC","","1800 S AUSTRALIAN AVE STE 301","WEST PALM BCH","FL","33409-6450",0,3,3,3000,0,1,16,119000000,1,1,201605,6,6,1,0,5,3329477,4307467,4023689,"A6A0",""
"406","571129329","PALMETTO OPERA","PALMETTO OPERA","% JEANNIE BUTLER","PO BOX 50462","COLUMBIA","SC","29250-0462",0,3,3,1000,0,1,15,0,1,1,201512,2,3,1,0,12,19891,73044,69419,"A65",""
"407","956386887","PASADENA AREA OPERA TRUST","PASADENA AREA OPERA TRUST","","PO BOX 2549","RCH CUCAMONGA","CA","91729-2549",0,3,3,1200,0,1,15,40119000,2,1,201509,5,4,1,0,9,505705,171262,29185,"A6AI",""
